CODE;PARENT_CODE;TYPE_CODE;NAME.RU.NAME;EXT.OZON.3
c54616;p;CITY;Малая Каплица;54616
c54485;p;CITY;Малая Колпеница;54485
c54486;p;CITY;Малая Курница;54486
c53607;p;CITY;Малая Мощаница;53607
c52857;p;CITY;Малевичи;52857
c52639;p;CITY;Малевичская Рудня;52639
c52798;p;CITY;Малейки;52798
c54617;p;CITY;Малейковщизна;54617
c52404;p;CITY;Малеч;52404
c52995;p;CITY;Мали;52995
c52758;p;CITY;Малиновка;52758
c54674;p;CITY;Малиновка;54674
c52352;p;CITY;Малое Городище;52352
c53152;p;CITY;Малое Хотюхово;53152
c52847;p;CITY;Маложин;52847
c42555;p;CITY;Малорита;42555
c52675;p;CITY;Малые Автюки;52675
c53557;p;CITY;Малые Бортники;53557
c53436;p;CITY;Малые Городятичи;53436
c54487;p;CITY;Малые Косичи;54487
c52287;p;CITY;Малые Мотыкалы;52287
c52706;p;CITY;Малые Немки;52706
c53409;p;CITY;Малые Нестановичи;53409
c52322;p;CITY;Малые Радваничи;52322
c52592;p;CITY;Малые Ситцы;52592
c52461;p;CITY;Малые Чучевичи;52461
c53140;p;CITY;Малые Янушковичи;53140
c52258;p;CITY;Мальковичи;52258
c52934;p;CITY;Малюшичи;52934
c52254;p;CITY;Маревиль;52254
c52682;p;CITY;Марковичи;52682
c53238;p;CITY;Марково;53238
c54675;p;CITY;Марковцы;54675
c52576;p;CITY;Марцебылино;52576
c42556;p;CITY;Марьина Горка;42556
c53463;p;CITY;Марьяливо;53463
c53582;p;CITY;Маслаки;53582
c53003;p;CITY;Матвеевцы;53003
c52482;p;CITY;Матеевичи;52482
c52698;p;CITY;Махновичи;52698
c53576;p;CITY;Махово;53576
c53175;p;CITY;Маческ;53175
c53265;p;CITY;Мачулищи;53265
c53467;p;CITY;Маяк;53467
c52246;p;CITY;Меденевичи;52246
c54579;p;CITY;Медков;54579
c52423;p;CITY;Междулесье;52423
c52579;p;CITY;Межево;52579
c53659;p;CITY;Межисетки;53659
c52353;p;CITY;Межлесье;52353
c54618;p;CITY;Мелькановичи;54618
c53116;p;CITY;Меляховичи;53116
c54676;p;CITY;Менютки;54676
c52726;p;CITY;Меркуловичи;52726
c52330;p;CITY;Мерчицы;52330
c53026;p;CITY;Мижевичи;53026
c52445;p;CITY;Микашевичи;52445
c53009;p;CITY;Микелевщина;53009
c52737;p;CITY;Микуличи;52737
c52693;p;CITY;Милевичи;52693
c52422;p;CITY;Милейки;52422
c52292;p;CITY;Миловиды;52292
c54580;p;CITY;Милоград;54580
c53474;p;CITY;Милославичи;53474
c52647;p;CITY;Милошевичи;52647
c54619;p;CITY;Минойты;54619
c40983;p;CITY;Минск;40983
c42557;p;CITY;Миоры;42557
c52302;p;CITY;Мир;52302
c54620;p;CITY;Мир;54620
c52347;p;CITY;Мирный;52347
c53004;p;CITY;Мисевичи;53004
c52552;p;CITY;Митьковщина;52552
c52838;p;CITY;Михайловка;52838
c53540;p;CITY;Михалево 1;53540
c53095;p;CITY;Михалишки;53095
c52853;p;CITY;Михалки;52853
c53213;p;CITY;Михановичи;53213
c53588;p;CITY;Михеевка;53588
c54621;p;CITY;Михневичи;54621
c52672;p;CITY;Михновичи;52672
c52703;p;CITY;Мичуринская;52703
c52757;p;CITY;Млынок;52757
c52535;p;CITY;Мнюто 1;52535
c42558;p;CITY;Могилев;42558
c53131;p;CITY;Могильно;53131
c53018;p;CITY;Можейково;53018
c42559;p;CITY;Мозырь;42559
c54581;p;CITY;Мозырь-11 (НПЗ);54581
c53373;p;CITY;Моисеевщина;53373
c52676;p;CITY;Мойсеевка;52676
c52450;p;CITY;Мокраны;52450
c52233;p;CITY;Мокрое;52233
c54729;p;CITY;Мокрое;54729
c42560;p;CITY;Молодечно;42560
c52235;p;CITY;Молодово;52235
c52294;p;CITY;Молотковичи;52294
c54582;p;CITY;Молчаны;54582
c53656;p;CITY;Молятичи;53656
c52972;p;CITY;Морино;52972
c52870;p;CITY;Морозовичи;52870
c52707;p;CITY;Морохорово;52707
c53451;p;CITY;Морочь;53451
c53635;p;CITY;Мосток;53635
c42561;p;CITY;Мосты;42561
c52982;p;CITY;Мосты Левые;52982
c53030;p;CITY;Мосты Правые;53030
c52485;p;CITY;Мотоль;52485
c54488;p;CITY;Мотыкалы;54488
c52310;p;CITY;Мохро;52310
c54677;p;CITY;Мстиж;54677
c42562;p;CITY;Мстиславль;42562
c52731;p;CITY;Муляровка;52731
c52332;p;CITY;Мурава;52332
c53666;p;CITY;Муравилье;53666
c53057;p;CITY;Мурованая Ошмянка;53057
c52320;p;CITY;Мухавец;52320
c53504;p;CITY;Мушино;53504
c52717;p;CITY;Мышанка;52717
c53544;p;CITY;Мышковичи;53544
c52584;p;CITY;Мягуны;52584
c42563;p;CITY;Мядель;42563
c53429;p;CITY;Мясота;53429
c54489;p;CITY;Нагораны;54489
c53349;p;CITY;Нагорное;53349
c53324;p;CITY;Налибоки;53324
c42564;p;CITY;Наровля;42564
c54583;p;CITY;Наровчизна;54583
c53207;p;CITY;Нарочь;53207
c52447;p;CITY;Нарутовичи;52447
c52822;p;CITY;Нахов;52822
c53038;p;CITY;Нача;53038
c54490;p;CITY;Нача;54490
c54678;p;CITY;Нача;54678
c52417;p;CITY;Начь;52417
c53068;p;CITY;Невда;53068
c52677;p;CITY;Неглюбка;52677
c52962;p;CITY;Негневичи;52962
c53217;p;CITY;Негорелое;53217
c53501;p;CITY;Недашево 1;53501
c53596;p;CITY;Недашево 2;53596
c53040;p;CITY;Незбодичи;53040
c53180;p;CITY;Неманица;53180
c52453;p;CITY;Немержа;52453
c53476;p;CITY;Неряж;53476
c42565;p;CITY;Несвиж;42565
c53537;p;CITY;Несята;53537
c53560;p;CITY;Нижняя Тощица;53560
c52663;p;CITY;Николаевка;52663
c54730;p;CITY;Николаевка-2;54730
c52764;p;CITY;Нисимковичи;52764
c54622;p;CITY;Новая Гожа;54622
c52825;p;CITY;Новая Гута;52825
c52680;p;CITY;Новая Иолча;52680
c53589;p;CITY;Новая Каменка;53589
c53252;p;CITY;Новая Метча;53252
c54584;p;CITY;Новая Мильча;54584
c52463;p;CITY;Новая Мышь;52463
c52383;p;CITY;Новая Попина;52383
c52502;p;CITY;Новая Псуя;52502
c54623;p;CITY;Новая Ятвезь;54623
c52379;p;CITY;Новицковичи;52379
c52537;p;CITY;Новка;52537
c53156;p;CITY;Новогородейский;53156
c42566;p;CITY;Новогрудок;42566
c53111;p;CITY;Новодевятковичи;53111
c54731;p;CITY;Новое Пашково;54731
c54679;p;CITY;Новое Поле;54679
c53046;p;CITY;Новоельня;53046
c52499;p;CITY;Новолукомль;52499
c53167;p;CITY;Новополесский;53167
c42568;p;CITY;Новополоцк;42568
c53294;p;CITY;Новополье;53294
c52305;p;CITY;Новоселки;52305
c54680;p;CITY;Новоселки;54680
c54732;p;CITY;Новоселки;54732
c54624;p;CITY;Новоселки;54624
c54585;p;CITY;Новоселки;54585
c54586;p;CITY;Новоселки;54586
c53191;p;CITY;Новоселье;53191
c53447;p;CITY;Новые Денисовичи;53447
c53149;p;CITY;Новые Дороги;53149
c52673;p;CITY;Новые Дятловичи;52673
c52810;p;CITY;Новые Журавичи;52810
c52257;p;CITY;Новые Засимовичи;52257
c53615;p;CITY;Новые Максимовичи;53615
c53187;p;CITY;Новые Новосёлки;53187
c52354;p;CITY;Новые Огаревичи;52354
c53267;p;CITY;Новые Рачковичи;53267
c53602;p;CITY;Новые Самотевичи;53602
c52898;p;CITY;Новый Барсук;52898
c53516;p;CITY;Новый Быхов;53516
c54625;p;CITY;Новый Двор;54625
c54681;p;CITY;Новый Двор;54681
c52238;p;CITY;Новый Двор;52238
c52733;p;CITY;Новый Крупец;52733
c54682;p;CITY;Носилово;54682
c52654;p;CITY;Носовичи;52654
c53608;p;CITY;Обидовичи;53608
c52571;p;CITY;Обольцы;52571
c52366;p;CITY;Оброво;52366
c52523;p;CITY;Обруб;52523
c53029;p;CITY;Обуховичи;53029
c52947;p;CITY;Обухово;52947
c53241;p;CITY;Обчак;53241
c53204;p;CITY;Обчуга;53204
c53495;p;CITY;Овсянка;53495
c52390;p;CITY;Огаревичи;52390
c52454;p;CITY;Огородники;52454
c54626;p;CITY;Огородники;54626
c53071;p;CITY;Одельск;53071
c52410;p;CITY;Одрижин;52410
c52778;p;CITY;Озаричи;52778
c52967;p;CITY;Озгиновичи;52967
c53415;p;CITY;Оздятичи;53415
c52715;p;CITY;Озераны;52715
c54683;p;CITY;Озеречье;54683
c52979;p;CITY;Озерница;52979
c52855;p;CITY;Озерный;52855
c53309;p;CITY;Озеро;53309
c53208;p;CITY;Озерцо;53208
c52517;p;CITY;Озерцы;52517
c52863;p;CITY;Озерщина;52863
c53016;p;CITY;Озеры;53016
c52378;p;CITY;Озяты;52378
c53227;p;CITY;Околица;53227
c53226;p;CITY;Околово;53226
c52864;p;CITY;Октябрево;52864
c52850;p;CITY;Октябрь;52850
c54684;p;CITY;Октябрь;54684
c53590;p;CITY;Октябрьск;53590
c42570;p;CITY;Октябрьский;42570
c53047;p;CITY;Олекшицы;53047
c53219;p;CITY;Олехновичи;53219
c52431;p;CITY;Олтуш;52431
c52549;p;CITY;Ольгово;52549
c53383;p;CITY;Ольковичи;53383
c52295;p;CITY;Ольховцы;52295
c54491;p;CITY;Ольшаны;54491
c53235;p;CITY;Омговичи;53235
c52311;p;CITY;Омельная;52311
c52371;p;CITY;Онисковичи;52371
c53406;p;CITY;Оношки;53406
c54685;p;CITY;Опечки;54685
c52466;p;CITY;Ополь;52466
c53432;p;CITY;Опытный;53432
c53497;p;CITY;Ордать;53497
c52917;p;CITY;Ордаши;52917
c53487;p;CITY;Ореховка;53487
c54627;p;CITY;Ореховка;54627
c52488;p;CITY;Орехово;52488
c52521;p;CITY;Ореховск;52521
c52527;p;CITY;Орловичи;52527
c52965;p;CITY;Орля;52965
c42571;p;CITY;Орша;42571
c52451;p;CITY;Оса;52451
c53654;p;CITY;Осиновка;53654
c53074;p;CITY;Осиновщизна;53074
c52503;p;CITY;Осинторф;52503
c42572;p;CITY;Осиповичи;42572
c54686;p;CITY;Осиповичи;54686
c52314;p;CITY;Оснежицы;52314
c52755;p;CITY;Осовец;52755
c54687;p;CITY;Осовец;54687
c53558;p;CITY;Осово;53558
c52236;p;CITY;Осовцы;52236
c52958;p;CITY;Осташино;52958
c52624;p;CITY;Осташковичи;52624
c52992;p;CITY;Острино;52992
c52296;p;CITY;Остров;52296
c53181;p;CITY;Островки;53181
c54628;p;CITY;Островля;54628
c52497;p;CITY;Островно;52497
c52803;p;CITY;Острожанка;52803
c52344;p;CITY;Остромечево;52344
c52289;p;CITY;Остромичи;52289
c53214;p;CITY;Острошицкий Городок;53214
c53441;p;CITY;Острошицы;53441
c53019;p;CITY;Отминово;53019
c52909;p;CITY;Отор;52909
c52481;p;CITY;Охово;52481
c42575;p;CITY;Ошмяны;42575
c52976;p;CITY;Оюцевичи;52976
c53546;p;CITY;Павловичи;53546
c52943;p;CITY;Павлово;52943
c52957;p;CITY;Палуши;52957
c53255;p;CITY;Паперня;53255
c52781;p;CITY;Папоротное;52781
c52580;p;CITY;Парафьяново;52580
c52595;p;CITY;Париж;52595
c52738;p;CITY;Паричи;52738
c52284;p;CITY;Парохонск;52284
c52986;p;CITY;Пархимовцы;52986
c53670;p;CITY;Паршино;53670
c53286;p;CITY;Пасека;53286
c53163;p;CITY;Пастовичи;53163
c52963;p;CITY;Пацевичи;52963
c52980;p;CITY;Пацуи;52980
c53159;p;CITY;Пашковичи;53159
c53134;p;CITY;Пекалин;53134
c52471;p;CITY;Пелище;52471
c52873;p;CITY;Пенчин;52873
c53231;p;CITY;Первомайск;53231
c54733;p;CITY;Первомайск;54733
c54629;p;CITY;Первомайская;54629
c52331;p;CITY;Первомайская;52331
c53106;p;CITY;Первомайский;53106
c52861;p;CITY;Переволока;52861
c52964;p;CITY;Переганцы;52964
c52797;p;CITY;Переделка;52797
c53344;p;CITY;Пережир;53344
c52721;p;CITY;Переровский Млынок;52721
c52679;p;CITY;Перерост;52679
c53345;p;CITY;Пересады;53345
c52884;p;CITY;Пересвятое;52884
c52380;p;CITY;Перховичи;52380
c53188;p;CITY;Першаи;53188
c52377;p;CITY;Пески;52377
c54630;p;CITY;Пески;54630
c52660;p;CITY;Песочная Буда;52660
c53292;p;CITY;Петковичи;53292
c54492;p;CITY;Петковичи;54492
c53033;p;CITY;Петревичи;53033
c42576;p;CITY;Петриков;42576
c53376;p;CITY;Петришки;53376
c53457;p;CITY;Петровичи;53457
c52813;p;CITY;Печищи;52813
c42577;p;CITY;Пинковичи;42577
c42578;p;CITY;Пинск;42578
c52805;p;CITY;Пиревичи;52805
c52542;p;CITY;Пироги;52542
c52507;p;CITY;Пищалово;52507
c53269;p;CITY;Плещеницы;53269
c52248;p;CITY;Плещицы;52248
c52554;p;CITY;Плиса;52554
c52590;p;CITY;Плиссы;52590
c52540;p;CITY;Плоское;52540
c52785;p;CITY;Победа;52785
c52771;p;CITY;Поболово;52771
c52288;p;CITY;Повитье;52288
c53343;p;CITY;Повстынь;53343
c53104;p;CITY;Погородно;53104
c53314;p;CITY;Погост;53314
c53307;p;CITY;Погост-1;53307
c52428;p;CITY;Погост-Загородский;52428
c52951;p;CITY;Пограничный;52951
c53378;p;CITY;Подберезь;53378
c52285;p;CITY;Подгорная;52285
c52293;p;CITY;Подкраичи;52293
c53024;p;CITY;Подлабенье;53024
c52427;p;CITY;Подлесье;52427
c54688;p;CITY;Подлесье;54688
c53232;p;CITY;Подлосье;53232
c53060;p;CITY;Подольцы;53060
c53458;p;CITY;Подоресье;53458
c52939;p;CITY;Подороск;52939
c52491;p;CITY;Подсвилье;52491
c53609;p;CITY;Подсолтово;53609
c52255;p;CITY;Подстаринь;52255
c52761;p;CITY;Поколюбичи;52761
c53248;p;CITY;Покрашево;53248
c52239;p;CITY;Полесский;52239
c52704;p;CITY;Полесье;52704
c53093;p;CITY;Полецкишки;53093
c53412;p;CITY;Положевичи;53412
c52336;p;CITY;Полонка;52336
c42579;p;CITY;Полоцк;42579
c53464;p;CITY;Полочаны;53464
c53482;p;CITY;Полошково;53482
c53110;p;CITY;Полужье;53110
c53539;p;CITY;Полыковичи;53539
c54734;p;CITY;Полыковичи-2;54734
c54587;p;CITY;Поляна;54587
c52260;p;CITY;Попина;52260
c53354;p;CITY;Поплавы;53354
c53631;p;CITY;Поповка;53631
c54588;p;CITY;Поречье;54588
c54631;p;CITY;Поречье;54631
c52418;p;CITY;Поречье;52418
c52933;p;CITY;Порозово;52933
c52596;p;CITY;Порплище;52596
c52690;p;CITY;Поселичи;52690
c54493;p;CITY;Посеничи;54493
c42580;p;CITY;Поставы;42580
c52661;p;CITY;Потаповка;52661
c53339;p;CITY;Потейки;53339
c52303;p;CITY;Почапово;52303
c53627;p;CITY;Почепы;53627
c53223;p;CITY;Правдинский;53223
c52753;p;CITY;Прибор;52753
c52709;p;CITY;Прибытки;52709
c53437;p;CITY;Привольный;53437
c52646;p;CITY;Пригородная;52646
c53355;p;CITY;Прилепы;53355
c53249;p;CITY;Прилесье;53249
c54689;p;CITY;Прилуки;54689
c52831;p;CITY;Присно;52831
c54735;p;CITY;Присно-1;54735
c54736;p;CITY;Присно-2;54736
c52489;p;CITY;Прозороки;52489
c53547;p;CITY;Пролетарское;53547
c53672;p;CITY;Протасевичи;53672
c52867;p;CITY;Протасы;52867
c53042;p;CITY;Протеневичи;53042
c52608;p;CITY;Прудники;52608
c52832;p;CITY;Прудок;52832
c54737;p;CITY;Прудок;54737
c42581;p;CITY;Пружаны;42581
c53361;p;CITY;Прусы;53361
c53242;p;CITY;Пряльники;53242
c52532;p;CITY;Псуя;52532
c52259;p;CITY;Псыщево;52259
c52806;p;CITY;Птичь;52806
c54690;p;CITY;Птичь;54690
c53144;p;CITY;Пузыри;53144
c52941;p;CITY;Путришки;52941
c53141;p;CITY;Путчино;53141
c42582;p;CITY;Пуховичи;42582
c52572;p;CITY;Пышно;52572
c53317;p;CITY;Рабунь;53317
c54691;p;CITY;Радково;54691
c53592;p;CITY;Радомля;53592
c52234;p;CITY;Радостово;52234
c53341;p;CITY;Радошковичи;53341
c52774;p;CITY;Радуга;52774
c53017;p;CITY;Радунь;53017
c52342;p;CITY;Радчицк;52342
c53498;p;CITY;Раздел;53498
c52228;p;CITY;Раздяловичи;52228
c54632;p;CITY;Райста;54632
c53023;p;CITY;Райца;53023
c52529;p;CITY;Райцы;52529
c52480;p;CITY;Ракитница;52480
c53112;p;CITY;Раклевичи;53112
c53303;p;CITY;Раков;53303
c52970;p;CITY;Раковичи;52970
c53628;p;CITY;Ракшино;53628
c52823;p;CITY;Рассвет;52823
c52334;p;CITY;Ратайчицы;52334
c53044;p;CITY;Ратичи;53044
c53374;p;CITY;Ратомка;53374
c53162;p;CITY;Раубичи;53162
c54494;p;CITY;Рачки;54494
c52432;p;CITY;Ревятичи;52432
c52459;p;CITY;Редигерово;52459
c52519;p;CITY;Редьки;52519
c53561;p;CITY;Ректа;53561
c52802;p;CITY;Ремезы;52802
c52262;p;CITY;Ремель;52262
c52955;p;CITY;Репля;52955
c53182;p;CITY;Речень;53182
c52226;p;CITY;Речица;52226
c42583;p;CITY;Речица;42583
c54738;p;CITY;Речица;54738
c52435;p;CITY;Речки;52435
c53397;p;CITY;Ржавец;53397
c53601;p;CITY;Ржавка 1;53601
c52662;p;CITY;Ричёв;52662
c53405;p;CITY;Рованичи;53405
c53212;p;CITY;Рованичская Слобода;53212
c52312;p;CITY;Ровбицк;52312
c52633;p;CITY;Ровенская Слобода;52633
c52918;p;CITY;Ровины;52918
c52653;p;CITY;Ровковичи;52653
c42584;p;CITY;Рогачев;42584
c52751;p;CITY;Рогинь;52751
c53174;p;CITY;Рогово;53174
c53032;p;CITY;Роготно;53032
c53636;p;CITY;Родня;53636
c52956;p;CITY;Рожанка;52956
c54633;p;CITY;Розановщина;54633
c54589;p;CITY;Романовичи;54589
c53624;p;CITY;Романовичи;53624
c53062;p;CITY;Россь;53062
c53284;p;CITY;Ротань;53284
c53142;p;CITY;Рочевичи;53142
c52514;p;CITY;Руба;52514
c53542;p;CITY;Рубеж;53542
c53321;p;CITY;Рубежевичи;53321
c52472;p;CITY;Рубель;52472
c53282;p;CITY;Рубилки;53282
c53050;p;CITY;Руда Яворская;53050
c53419;p;CITY;Руденск;53419
c52273;p;CITY;Рудковка;52273
c53554;p;CITY;Рудковщина;53554
c52443;p;CITY;Рудники;52443
c52696;p;CITY;Рудня;52696
c54692;p;CITY;Рудня;54692
c52760;p;CITY;Рудня-Маримонова;52760
c52429;p;CITY;Рудск;52429
c52337;p;CITY;Ружаны;52337
c52308;p;CITY;Русино;52308
c52240;p;CITY;Русиновичи;52240
c52474;p;CITY;Рухча-1;52474
c52871;p;CITY;Ручаевка;52871
c54634;p;CITY;Рыбаки;54634
c53613;p;CITY;Рыжковичи;53613
c53118;p;CITY;Рытань;53118
c52263;p;CITY;Рясна;52263
c53502;p;CITY;Рясно;53502
c53517;p;CITY;Сава;53517
c52966;p;CITY;Саваши;52966
c52892;p;CITY;Савичи;52892
c53236;p;CITY;Саковщина;53236
c54739;p;CITY;Салтановка;54739
c53407;p;CITY;Самохваловичи;53407
c53621;p;CITY;Сапрыновичи;53621
c53297;p;CITY;Сватки;53297
c52577;p;CITY;Сватошицы;52577
c53563;p;CITY;Свенск;53563
c54740;p;CITY;Светиловичи;54740
c52885;p;CITY;Светиловичи;52885
c54590;p;CITY;Светлая Заря;54590
c53328;p;CITY;Светлая Роща;53328
c42586;p;CITY;Светлогорск;42586
c52701;p;CITY;Свиридовичи;52701
c53398;p;CITY;Свирь;53398
c53597;p;CITY;Свислочь;53597
c42587;p;CITY;Свислочь;42587
c52269;p;CITY;Святая Воля;52269
c52230;p;CITY;Святица;52230
c52817;p;CITY;Севки;52817
c54591;p;CITY;Севруки;54591
c53137;p;CITY;Сейловичи;53137
c52460;p;CITY;Селец;52460
c54741;p;CITY;Селец;54741
c53334;p;CITY;Селецк;53334
c53508;p;CITY;Селецкое;53508
c53318;p;CITY;Селиба;53318
c54693;p;CITY;Селище;54693
c53160;p;CITY;Семежево;53160
c53210;p;CITY;Семеновичи;53210
c52618;p;CITY;Семенча;52618
c52361;p;CITY;Семигостичи;52361
c53209;p;CITY;Семков Городок;53209
c53164;p;CITY;Семково;53164
c53614;p;CITY;Семукачи;53614
c53471;p;CITY;Сеница;53471
c53098;p;CITY;Сеньковщина;53098
c53221;p;CITY;Сергеевичи;53221
c52615;p;CITY;Серковицы;52615
c53130;p;CITY;Серяги;53130
c53239;p;CITY;Сивица;53239
c52256;p;CITY;Сигневичи;52256
c53646;p;CITY;Сидоровичи;53646
c53493;p;CITY;Сидоровка;53493
c52727;p;CITY;Симоничи;52727
c52700;p;CITY;Симоничская Рудня;52700
c53448;p;CITY;Синило;53448
c52467;p;CITY;Синкевичи;52467
c53087;p;CITY;Синьки;53087
c53250;p;CITY;Синявка;53250
c52613;p;CITY;Сипищево;52613
c53244;p;CITY;Ситники;53244
c52541;p;CITY;Ситцы;52541
c53096;p;CITY;Скидель;53096
c54495;p;CITY;Скоки;54495
c52811;p;CITY;Скородное;52811
c53489;p;CITY;Скриплица;53489
c52651;p;CITY;Скрыгалов;52651
c42589;p;CITY;Славгород;42589
c52504;p;CITY;Славени;52504
c52539;p;CITY;Славное;52539
c53555;p;CITY;Сластены;53555
c53518;p;CITY;Следюки;53518
c54694;p;CITY;Слобода;54694
c52790;p;CITY;Слобода;52790
c52974;p;CITY;Словатичи;52974
c42590;p;CITY;Слоним;42590
c42591;p;CITY;Слуцк;42591
c53380;p;CITY;Смиловичи;53380
c42592;p;CITY;Смолевичи;42592
c53577;p;CITY;Смолица;53577
c52530;p;CITY;Смольяны;52530
c42593;p;CITY;Сморгонь;42593
c52357;p;CITY;Снитово;52357
c53358;p;CITY;Снов;53358
c52681;p;CITY;Снядин;52681
c52456;p;CITY;Совпли;52456
c53579;p;CITY;Соколовка;53579
c52349;p;CITY;Соколово;52349
c42594;p;CITY;Солигорск;42594
c52743;p;CITY;Солоное;52743
c52625;p;CITY;Солтаново;52625
c53272;p;CITY;Солтановщина;53272
c52981;p;CITY;Солы;52981
c52953;p;CITY;Сопоцкин;52953
c53192;p;CITY;Сороги;53192
c53135;p;CITY;Сорочи;53135
c54496;p;CITY;Сосновка;54496
c54592;p;CITY;Сосновый Бор;54592
c53319;p;CITY;Сосны;53319
c52286;p;CITY;Сочивки;52286
c52355;p;CITY;Сошно;52355
c52919;p;CITY;Спонды;52919
c52455;p;CITY;Спорово;52455
c52345;p;CITY;Ставок;52345
c52433;p;CITY;Ставы;52433
c52607;p;CITY;Стаи;52607
c52327;p;CITY;Стайки;52327
c54742;p;CITY;Стайки;54742
c52582;p;CITY;Станиславово;52582
c53064;p;CITY;Станция Ошмяны;53064
c53580;p;CITY;Станция Ясень;53580
c53276;p;CITY;Станьково;53276
c52628;p;CITY;Старая Белица;52628
c52842;p;CITY;Старая Буда;52842
c52702;p;CITY;Старая Рудня;52702
c53277;p;CITY;Старинки;53277
c53462;p;CITY;Старлыги;53462
c53266;p;CITY;Старобин;53266
c53233;p;CITY;Старо-Борисов;53233
c52389;p;CITY;Староволя;52389
c52849;p;CITY;Староград;52849
c52671;p;CITY;Старое Высокое;52671
c52528;p;CITY;Старое Лядно;52528
c54743;p;CITY;Старое Пашково;54743
c52865;p;CITY;Старое Село;52865
c53492;p;CITY;Староселье;53492
c53421;p;CITY;Старые Габы;53421
c53362;p;CITY;Старые Денисовичи;53362
c42595;p;CITY;Старые Дороги;42595
c52728;p;CITY;Старые Дятловичи;52728
c53125;p;CITY;Старые Новоселки;53125
c53351;p;CITY;Старые Терушки;53351
c52925;p;CITY;Старый Дворец;52925
c52652;p;CITY;Старый Крупец;52652
c53578;p;CITY;Старый Остров;53578
c52364;p;CITY;Степанки;52364
c53308;p;CITY;Стешицы;53308
c52637;p;CITY;Стодоличи;52637
c52839;p;CITY;Столбун;52839
c42596;p;CITY;Столбцы;42596
c42597;p;CITY;Столин;42597
c52267;p;CITY;Столовичи;52267
c52620;p;CITY;Столпня;52620
c52479;p;CITY;Страдечь;52479
c52759;p;CITY;Страдубка;52759
c52666;p;CITY;Стреличево;52666
c52807;p;CITY;Стрешин;52807
c52464;p;CITY;Стригинь;52464
c52270;p;CITY;Стригово;52270
c52243;p;CITY;Струга;52243
c53075;p;CITY;Субботники;53075
c52932;p;CITY;Субочи;52932
c53189;p;CITY;Сугвозды;53189
c52775;p;CITY;Судково;52775
c53234;p;CITY;Сутин;53234
c53477;p;CITY;Сухари;53477
c52477;p;CITY;Сухополь;52477
c54695;p;CITY;Сухорукие;54695
c52533;p;CITY;Суша;52533
c52973;p;CITY;Сынковичи;52973
c53393;p;CITY;Сырмеж;53393
c52899;p;CITY;Сырод;52899
c53512;p;CITY;Сычково;53512
c53325;p;CITY;Таборы;53325
c53399;p;CITY;Таль;53399
c53198;p;CITY;Талька;53198
c52318;p;CITY;Тальминовичи;52318
c53326;p;CITY;Танежицы;53326
c53171;p;CITY;Тарасово;53171
c52946;p;CITY;Тарново;52946
c53567;p;CITY;Татарка;53567
c52338;p;CITY;Тевли;52338
c54497;p;CITY;Телеханы;54497
c54744;p;CITY;Телеши;54744
c52769;p;CITY;Телеши;52769
c53564;p;CITY;Телуша;53564
c52396;p;CITY;Тельмы-1;52396
c52403;p;CITY;Тельмы-2;52403
c53413;p;CITY;Теляково;53413
c53327;p;CITY;Теплень;53327
c54498;p;CITY;Теребунь;54498
c52878;p;CITY;Тереничи;52878
c52886;p;CITY;Тереховка;52886
c52695;p;CITY;Терешковичи;52695
c52756;p;CITY;Терюха;52756
c53346;p;CITY;Тесновая 1;53346
c53660;p;CITY;Тетерино;53660
c53644;p;CITY;Техтин;53644
c52483;p;CITY;Тешевле;52483
c53306;p;CITY;Тимковичи;53306
c53622;p;CITY;Тимоново;53622
c52814;p;CITY;Тихиничи;52814
c53088;p;CITY;Тиховоля;53088
c54745;p;CITY;Тишовка;54745
c53640;p;CITY;Толкачи;53640
c42598;p;CITY;Толочин;42598
c52420;p;CITY;Томашовка;52420
c52657;p;CITY;Тонеж;52657
c53117;p;CITY;Топилишки;53117
c52546;p;CITY;Торгуны;52546
c52998;p;CITY;Торкачи;52998
c53041;p;CITY;Трабы;53041
c53008;p;CITY;Третьяковцы;53008
c52492;p;CITY;Тригубцы;52492
c53012;p;CITY;Трокели;53012
c53108;p;CITY;Трокеники-1;53108
c53570;p;CITY;Тростино;53570
c53348;p;CITY;Трояновка;53348
c54746;p;CITY;Туголица;54746
c52501;p;CITY;Тулово;52501
c52586;p;CITY;Тумиловичи;52586
c53632;p;CITY;Тупичино;53632
c54696;p;CITY;Турец;54696
c52952;p;CITY;Турец;52952
c53279;p;CITY;Турин;53279
c53658;p;CITY;Турино;53658
c52363;p;CITY;Турна Большая;52363
c52824;p;CITY;Туров;52824
c53058;p;CITY;Турья;53058
c54747;p;CITY;Турья;54747
c53243;p;CITY;Туча;53243
c52486;p;CITY;Тышковичи;52486
c53183;p;CITY;Тюрли;53183
c53364;p;CITY;Тюрли Саковские;53364
c54499;p;CITY;Тюхиничи;54499
c52746;p;CITY;Уборок;52746
c52631;p;CITY;Уваровичи;52631
c52897;p;CITY;Углы;52897
c52793;p;CITY;Ударное;52793
c53402;p;CITY;Ударный;53402
c52500;p;CITY;Удело;52500
c52642;p;CITY;Уза;52642
c53199;p;CITY;Узболоть;53199
c42599;p;CITY;Узда;42599
c53456;p;CITY;Узляны;53456
c54500;p;CITY;Узноги;54500
c52531;p;CITY;Узречье;52531
c52837;p;CITY;Улуковье;52837
c53133;p;CITY;Уречье;53133
